TEAM,MATCH UP,GAME DATE,FBPS,"OPP
FBPS"
NOP,NOP vs. HOU,12/29/2019,28,4
HOU,HOU @ NOP,12/29/2019,4,28
DAL,DAL @ LAL,12/29/2019,17,18
PHX,PHX @ POR,12/30/2019,19,5
MIA,MIA @ WAS,12/30/2019,3,18
DET,DET @ UTA,12/30/2019,11,15
POR,POR vs. PHX,12/30/2019,5,19
MIL,MIL @ CHI,12/30/2019,16,10
MIN,MIN vs. BKN,12/30/2019,4,13
WAS,WAS vs. MIA,12/30/2019,18,3
ORL,ORL vs. ATL,12/30/2019,9,8
BKN,BKN @ MIN,12/30/2019,13,4
ATL,ATL @ ORL,12/30/2019,8,9
UTA,UTA vs. DET,12/30/2019,15,11
CHI,CHI vs. MIL,12/30/2019,10,16
OKC,OKC vs. DAL,12/31/2019,7,5
LAC,LAC @ SAC,12/31/2019,11,12
GSW,GSW @ SAS,12/31/2019,8,24
CLE,CLE @ TOR,12/31/2019,4,8
CHA,CHA vs. BOS,12/31/2019,12,6
DEN,DEN @ HOU,12/31/2019,9,24
PHI,PHI @ IND,12/31/2019,8,10
IND,IND vs. PHI,12/31/2019,10,8
SAC,SAC vs. LAC,12/31/2019,12,11
BOS,BOS @ CHA,12/31/2019,6,12
SAS,SAS vs. GSW,12/31/2019,24,8
DAL,DAL @ OKC,12/31/2019,5,7
TOR,TOR vs. CLE,12/31/2019,8,4
HOU,HOU vs. DEN,12/31/2019,24,9
